Name,Start price,Price,CMGR[$] 3mo,Cum. ROI,Avg. Mkt. Cap,Mkt. Cap,24h Vol,Age (mo),Winning months,Avg. volume,ATH,% fm. ATH,ATH (BTC),% fm. ATH (BTC)
Cai Token,0.0001,0.00006432,- 45.78,- 39.83,0,0.00,584.78 K,292926,2,0.00,0.0001,-45.82,0.00000001,-22.36
Engine,0.0036,0.0002,- 30.10,- 93.63,0,0.00,10.91 K,54673,18,42.00,0.0031,-93.06,0.00000048,-93.79
Super Bitcoin,226.65,1.78,- 11.55,- 99.23,0,0.00,33.91 K,45129,24,33.00,346.13,-99.49,0.0234,-98.98
Dragon Token,1.47,2.62,- 12.94,78.61,0,0.00,1.12 K,1236,13,42.00,5.57,-52.90,0.0006,-39.78
Maya Preferred 223,17102.86,266.98,- 20.51,- 98.36,0,0.00,2.20 K,6855,5,17.00,25546.80,-98.95,2.55,-98.60
TranslateMe Network Token,0.0011,0.0011,9.45,7.90,0,0.00,5.32 K,12529,5,17.00,0.0019,-39.01,0.00000022,-30.71
LinkToken,0.0777,0.0421,- 6.01,- 44.44,0,0.00,451.23 K,615962,4,17.00,0.0718,-41.31,0.00000683,-17.25
ProBit Token,0.0571,0.0767,- 38.09,63.42,0,0.00,74.72 K,57503,3,8.00,0.1062,-27.79,0.00001439,-28.51
Exchange Union,2.17,1.47,0.0961,- 30.53,0,0.00,1.25 MM,2797463,25,33.00,17.28,-91.47,0.0011,-81.85
Blockstack,0.2445,0.0941,0.2619,- 58.26,0,0.00,378.50 K,1843913,1,0.00,0.2361,-60.14,0.00002535,-50.21
DeepCloud AI,0.0468,0.0019,- 58.64,- 96.40,0,0.00,7.11 K,6875,3,0.00,0.0357,-94.71,0.00000346,-92.78
CoinHe Token,0.5674,0.1940,- 14.31,- 66.19,0,0.00,1.07 MM,1030149,2,0.00,0.6079,-68.09,0.00006494,-59.93
Aidos Kuneen,0.6234,1.51,- 24.92,153.87,0,0.00,2.86 MM,3853102,30,33.00,87.12,-98.26,0.0070,-97.10
IZIChain,0.0726,0.0002,- 87.71,- 99.44,0,0.00,9.84 K,39680,6,8.00,0.5473,-99.96,0.00005786,-99.95
WHEN Token,0.0507,0.0025,- 17.82,- 93.01,0,0.00,213.80 K,310088,8,17.00,0.0572,-95.65,0.00000910,-96.37
DREP,0.0031,0.0016,- 15.60,- 45.60,0,0.00,73.40 K,2463661,7,17.00,0.0057,-71.22,0.00000071,-69.11
Usechain Token,0.0019,0.0006,- 16.09,- 65.38,0,0.00,300.74 K,299078,15,42.00,0.0027,-75.94,0.00000042,-78.40
BenePit Protocol,0.0039,0.0015,- 14.66,- 60.32,0,0.00,288.86 K,1388772,1,0.00,0.0026,-40.89,0.00000033,-35.79
FirmaChain,117.02,0.0842,- 36.72,- 3.92,0,0.00,886.30 K,1514463147,0,0.00,112.43,-99.93,0.0138,-99.92
HUSD,1.00,1.01,- 11.01,- 0.03,0,0.00,66.94 MM,51515646,2,8.00,1.03,-1.87,0.0002,-11.00
Yobit Token,1494.52,1013.24,- 12.17,- 34.62,0,0.00,1.66 MM,1593817,3,8.00,1283.26,-21.04,0.1359,0.00
12Ships,0.0464,0.0115,- 28.18,- 68.89,0,0.00,439.04 K,2175040,3,8.00,0.0426,-72.93,0.00000466,-66.77
Yap Stone,0.6209,0.3936,30.55,- 34.63,0,0.00,8.66 MM,9721731,1,0.00,0.4872,-19.21,0.00006513,-18.91
InsurChain,0.0022,0.0001,- 17.90,- 93.82,0,0.00,69.92 K,49815,19,42.00,0.0028,-94.86,0.00000041,-95.09
En-Tan-Mo,0.1472,0.0263,- 1.42,- 91.35,0,0.00,422.38 K,257506,3,8.00,0.1131,-76.74,0.00001106,-68.08
United Bitcoin,432.92,1.08,- 1.18,- 99.78,0,0.00,11.72 K,64127,23,50.00,566.32,-99.81,0.0373,-99.61
Pledge Coin,0.0062,0.0047,6.64,- 13.90,0,0.00,8.22 MM,11571642,3,17.00,0.0121,-60.75,0.00000169,-62.11
KNOW,0.0332,0.0020,4.64,- 94.14,0,0.00,805.46 K,734089,15,25.00,0.0357,-94.53,0.00000906,-97.13
ZVCHAIN,0.2920,0.1370,15.22,- 53.78,0,0.00,936.20 K,609689,2,0.00,0.2515,-45.51,0.00003101,-40.73
Sparkster,0.0199,0.0006,- 69.07,- 96.55,0,0.00,16.45,73,6,8.00,0.0162,-96.53,0.00000175,-95.44
NOIZchain,0.3717,0.3172,- 17.16,- 16.35,0,0.00,3.31 MM,3786999,5,8.00,0.6301,-49.65,0.00005542,-23.20
BigONE Token,4.91,0.0031,- 11.01,- 99.94,0,0.00,15.10 MM,12462802,23,0.00,11.47,-99.97,0.0010,-99.96
Filecoin [Futures],11.47,3.91,3.74,- 61.70,0,0.00,2.52 MM,13128914,24,42.00,29.59,-86.80,0.0030,-82.27
Super Zero,0.3433,0.0522,- 28.36,- 84.69,0,0.00,4.84 MM,7511186,5,0.00,0.2686,-80.58,0.00002668,-73.77
Polkadot [IOU],150.67,80.82,- 16.74,- 41.06,0,0.00,2.63 MM,2107583,5,17.00,179.32,-54.93,0.0195,-44.31
Xensor,0.0780,0.0468,- 1.50,- 25.71,0,0.00,869.02 K,9580269,1,8.00,0.1198,-60.95,0.00001584,-60.41
FToken,0.0454,0.0266,- 40.77,- 40.06,0,0.00,0.00,0,13,42.00,0.2314,-88.49,0.00003066,-88.36
Whole Network,0.0145,0.0063,- 28.77,- 57.63,0,0.00,14.25 MM,14083743,2,0.00,0.0167,-62.38,0.00000187,-55.02
Bispex,0.0056,0.0054,- 33.94,1.61,0,0.00,3.03 MM,2276043,1,0.00,0.0079,-31.18,0.00000105,-30.51
Vinci,1.10,0.9916,- 33.94,- 10.86,0,0.00,1.54 MM,1749887,0,0.00,1.05,-5.63,0.0001,-3.65
HOT Token,0.0313,0.0026,1.25,- 91.91,0,0.00,891.86,980,8,25.00,0.0288,-90.96,0.00000535,-93.46
VeThor Token,0.0383,0.0007,2.80,- 98.23,0,0.00,1.02 MM,1128161,16,33.00,0.0240,-97.26,0.00000345,-97.39
Lukiu,0.0473,0.0176,0.2619,- 62.82,0,0.00,1.06 MM,2831465,1,0.00,0.0318,-44.71,0.00000378,-37.59
WEBN token,0.00001440,0.00000477,- 15.28,- 80.03,0,0.00,165.63,11147,10,17.00,0.00003228,-85.21,0.00000001,-100.00
Multi-collateral DAI,0.9974,1.01,- 30.87,0.5231,0,0.00,1.39 MM,1040933,0,0.00,1.02,-0.81,0.0001,-2.16
VinDax Coin,0.1096,0.0381,- 1.43,- 65.25,0,0.00,1.49 MM,1658606,5,17.00,0.1541,-75.27,0.00001591,-67.89
Blockcloud,0.0630,0.0016,- 41.47,- 98.44,0,0.00,117.82 K,223673,8,0.00,0.0600,-97.38,0.00001130,-98.14
GlitzKoin,0.3998,0.2581,21.53,- 35.61,0,0.00,484.48 K,1394345,7,25.00,0.4061,-36.45,0.00005707,-39.32
PalletOne,0.0240,0.0034,- 24.81,- 86.18,0,0.00,25.18 K,35311,13,50.00,0.0243,-85.97,0.00000404,-88.62
Celsius,0.2188,0.0769,10.11,- 64.06,0,0.00,91.71 K,46943,19,42.00,0.1237,-37.81,0.00001993,-48.21
Nervos Network,0.0091,0.0080,- 11.01,- 12.92,0,0.00,6.45 MM,8619450,0,0.00,0.0086,-7.99,0.00000119,-10.07
Echoin,0.0507,0.0085,111.63,- 77.98,0,0.00,5.02 MM,7229494,2,0.00,0.0535,-84.20,0.00000641,-82.21
suterusu,0.0656,0.0163,- 27.37,- 71.08,0,0.00,681.99 K,2808127,0,0.00,0.0334,-51.25,0.00000443,-50.51
Ontology Gas,1.30,0.1083,- 13.29,- 90.94,0,0.00,5.42 MM,5120634,15,25.00,2.69,-95.97,0.0004,-96.39
SPIN Protocol,0.0118,0.0018,- 35.32,- 85.59,0,0.00,110.23 K,59156,5,8.00,0.0115,-83.97,0.00000112,-77.67
CryptoBossCoin,0.1097,0.0820,- 6.42,- 17.29,0,0.00,83.36 K,98125,1,0.00,0.1819,-54.95,0.00002482,-55.68
Zerobank,0.0334,0.0087,- 10.31,- 74.09,0,0.00,24.38,21,6,0.00,0.0575,-84.81,0.00000472,-75.23
Ormeus Ecosystem,0.0264,0.0017,4.37,- 89.85,0,0.00,77.94 K,198594,0,0.00,0.0054,-68.81,0.00000075,-69.27
Livepeer,5.97,1.76,- 33.79,- 71.14,0,0.00,361.99,3812,11,50.00,9.58,-81.59,0.0025,-90.48
Game Stars,0.0004,0.0002,- 33.64,- 39.12,0,0.00,83.11 K,94517,13,50.00,0.0010,-76.03,0.00000024,-87.59
NNB Token,0.0023,0.0012,- 22.32,- 45.76,0,0.00,463.78 K,225501,7,17.00,0.0049,-74.80,0.00000056,-69.89
Custody Token,0.0365,0.0024,50.63,- 88.20,0,0.00,1.41 K,3323,4,8.00,0.0483,-95.00,0.00000478,-93.31
Intelligent Investment Chain,0.0125,0.0001,- 27.58,- 99.04,0,0.00,19.18 K,56926,19,33.00,0.0086,-98.70,0.00000104,-98.08
Kahsh,0.6080,0.1887,- 45.78,- 67.06,0,0.00,127.31 K,155072,1,0.00,0.6289,-70.00,0.00006979,-63.74
Demeter Chain,0.0507,0.0431,18.07,- 2.08,0,0.00,70.67 K,82496,0,0.00,0.0537,-19.80,0.00000718,-19.49
WinToken,0.0009,0.0007,- 27.73,- 34.24,0,0.00,3.51 MM,2158590,15,58.00,0.0023,-68.54,0.00000028,-64.12
ShareToken,0.0039,0.0028,9.70,- 13.84,0,0.00,1.66 MM,769234,0,0.00,0.0035,-22.09,0.00000048,-22.98
Tepleton,2.69,0.3766,- 30.14,- 86.20,0,0.00,178.44 K,876081,2,8.00,3.16,-88.07,0.0004,-86.41
CIChain,0.0006,0.0005,- 20.49,- 17.44,0,0.00,278.01 K,5144044,2,8.00,0.0008,-34.85,0.00000010,-26.53
OFCOIN,0.0034,0.0001,- 2.01,- 95.97,0,0.00,559.36 K,1864338,22,25.00,0.0055,-97.53,0.00000054,-96.32
FairGame,0.1555,0.0017,- 31.69,- 98.96,0,0.00,2.06 MM,1365199,23,33.00,0.0828,-97.94,0.00000725,-96.83
MeconCash,0.1770,0.1576,- 18.50,- 27.64,0,0.00,792.48 K,319755,1,0.00,0.5324,-70.40,0.00007406,-71.46
ROMToken,0.0001,0.0001,35.03,126.78,0,0.00,252.84 K,35379,11,17.00,0.0008,-80.63,0.00000010,-79.90
COMSA [ETH],3.65,0.0648,- 4.71,- 98.21,0,0.00,628.02,2847,24,33.00,3.91,-98.35,0.0003,-96.59
Tesra,0.0837,0.0518,- 21.21,- 38.63,0,0.00,173.02 K,290207,2,0.00,0.1021,-49.31,0.00001332,-47.90
CAPITAL X CELL,2.02,1.05,6.42,- 50.65,0,0.00,1.62 MM,5843280,0,0.00,1.55,-32.12,0.0002,-30.85
HitChain,0.0005,0.00004532,- 19.35,- 90.03,0,0.00,50.65 K,86388,16,25.00,0.0006,-91.91,0.00000008,-87.17
Folgory Coin,1.08,1.12,0.1830,2.02,0,0.00,10.27 MM,2201351,0,0.00,1.12,0.00,0.0002,-0.85
ABCC Token,0.3140,0.0425,1.65,- 86.54,0,0.00,3.26 MM,3379051,13,42.00,0.2932,-85.51,0.00004562,-87.51
Boltt Coin,3.09,0.0219,- 36.60,- 99.52,0,0.00,34.80 K,3175634,9,33.00,4.76,-99.54,0.0008,-99.64
YottaChain,0.0918,0.0885,0.7463,- 1.08,0,0.00,2.80 MM,9241631,4,8.00,0.1187,-25.48,0.00001361,-12.77
DUO Network Token,0.3093,0.0116,- 51.89,- 96.44,0,0.00,266.97 K,376855,7,17.00,0.4682,-97.51,0.00007607,-97.95
Hintchain,0.0230,0.0057,- 33.48,- 74.92,0,0.00,76.04 K,19677,4,0.00,0.0263,-78.43,0.00000259,-70.67
Precium,19.76,0.0138,- 36.72,- 99.93,0,0.00,540.08 K,222450925,0,0.00,0.0173,-20.61,0.00000227,-18.62
WETH,1286.69,149.19,- 4.90,- 88.45,0,0.00,342.05 K,332488,23,50.00,2033.30,-92.66,0.1987,-89.93
DACC,0.0017,0.00001472,- 44.90,- 99.10,0,0.00,50.66 K,1081745,16,25.00,0.0017,-99.13,0.00000024,-100.00
Tronipay,0.1234,0.0013,- 59.17,- 98.82,0,0.00,164.34,513,7,17.00,0.2667,-99.50,0.00003377,-99.47
Decentralized Vulnerability Platform,0.0277,0.0057,- 34.32,- 79.27,0,0.00,138.57 K,6848495,3,0.00,0.0879,-93.51,0.00000876,-91.21
Show,0.0202,0.0006,- 14.64,- 97.15,0,0.00,56.71 K,53100,23,50.00,0.0107,-94.46,0.00000093,-91.42
D Community,0.0006,0.0003,6.30,- 54.37,0,0.00,170.50 K,204601,2,0.00,0.0008,-65.05,0.00000009,-55.00
Gomics,0.3509,0.4594,111.63,- 1.59,0,0.00,19.51 MM,24414493,3,8.00,0.4950,-7.19,0.00006164,0.00
Tokoin,0.1314,0.0860,- 16.23,- 34.44,0,0.00,79.54 K,74298,3,8.00,0.1595,-46.08,0.00001632,-29.28
IOU,0.2668,0.2144,- 2.77,- 21.21,0,0.00,78.55 K,89078,6,8.00,0.3934,-45.50,0.00003368,-14.59
NOVA,0.0001,0.00005202,- 22.45,- 61.44,0,0.00,98.40 K,126325,1,0.00,0.0002,-71.04,0.00000002,-48.81
BitcoinX,0.0593,0.0006,- 29.23,- 99.11,0,0.00,1.08 K,19999,24,33.00,0.1064,-99.44,0.00000740,-98.92
Bitcloud Pro,0.0176,0.0018,- 56.37,- 89.14,0,0.00,39.38 K,119046,4,8.00,0.0260,-92.96,0.00000244,-89.74
Tchain,0.0081,0.0142,- 31.90,235.16,0,0.00,80.44 K,13116,3,0.00,0.0282,-49.81,0.00000381,-50.12
Bilaxy Token,0.0120,0.0020,- 30.01,- 81.64,0,0.00,348.53 K,504848,8,17.00,0.0135,-84.85,0.00000159,-83.05
DigiFinexToken,0.6264,0.4737,- 15.53,- 23.43,0,0.00,6.19 MM,15180448,17,75.00,1.06,-55.20,0.0002,-58.06
CHEX,0.0103,0.0020,- 31.81,- 59.29,0,0.00,12.12 K,11416,14,42.00,0.0175,-88.80,0.00000282,-90.77
HUDDL,0.0189,0.0024,- 16.99,- 87.33,0,0.00,0.00,7,6,17.00,0.0277,-91.46,0.00000218,-85.32
UTEMIS,0.0008,0.0002,7.02,- 73.48,0,0.00,0.00,0,8,25.00,0.0007,-68.79,0.00000013,-77.16
BIZKEY,0.0141,0.0003,- 18.21,- 97.94,0,0.00,0.00,0.4815,8,17.00,0.0151,-98.07,0.00000269,-98.51
Lucky Block Network,0.0171,0.0135,0.00,- 21.17,0,0.00,0.00,0,6,33.00,0.0275,-51.04,0.00000201,-9.99
Colletrix,0.0018,0.0001,N/A,- 92.49,0,0.00,886.09,13667,2,8.00,0.0038,-96.80,0.00000050,-95.98
Agrocoin,4.59,0.2910,- 63.35,- 93.67,0,0.00,0.00,4349,4,17.00,6.50,-95.52,0.0008,-94.87
GoMoney,0.0023,0.0019,- 22.64,- 17.33,0,0.00,0.00,2845,2,0.00,0.0021,-12.63,0.00000028,-11.73
Lambda Space Token,0.0400,0.0075,- 22.45,- 11.65,0,0.00,8.04,106270,1,0.00,0.0414,-81.98,0.00000481,-79.23
COINBIG,0.0025,0.0030,N/A,17.82,0,0.00,0.00,2190,2,17.00,0.0039,-23.28,0.00000044,-10.02
RoboCalls,0.8168,0.00001119,- 37.18,- 100.00,0,0.00,9.17,2,9,25.00,20.16,-100.00,0.0050,-100.00
OOOBTC TOKEN,0.1058,0.0009,- 24.65,- 99.19,0,0.00,0.00,0,8,8.00,0.1017,-99.16,0.00001956,-99.39
BUDDY,0.0003,0.00000073,- 71.04,- 99.73,0,0.00,0.00,34,8,0.00,0.0003,-99.72,0.00000005,-100.00
Aerotoken,0.0553,0.2181,- 35.24,284.83,0,0.00,1.74 K,7666,0,0.00,0.4979,-56.20,0.00006523,-55.14
Wiki Token,1.48,0.4374,- 2.13,- 67.60,0,0.00,35.37,3,16,50.00,1.55,-71.76,0.0002,-69.40
Ti-Value,0.0578,0.0076,- 41.71,- 89.45,0,0.00,1.07 K,2778,15,42.00,0.3131,-97.56,0.00004860,-97.90
Oculor,0.0001,0.00000746,- 38.77,- 94.75,0,0.00,4.53,0.8214,5,8.00,0.0002,-95.06,0.00000001,-100.00
Smartup,0.0079,0.00004854,- 69.73,- 99.26,0,0.00,0.00,270,6,0.00,0.0070,-99.30,0.00000080,-98.76
Bubble,0.0004,0.0310,61.59,9242.95,0,0.00,1.92,1016,55,50.00,0.4632,-93.30,0.0001,-96.50
Airline & Life Networking Token,0.9061,0.0300,- 33.02,- 96.69,0,0.00,0.00,702,8,17.00,0.8815,-96.60,0.0002,-97.59
Hybrid Block,0.0332,0.0004,0.8180,- 98.85,0,0.00,0.00,0.5185,16,42.00,0.0316,-98.80,0.00000489,-98.98
Aces,0.0001,0.0001,0.00,- 14.17,0,0.00,0.00,0,39,83.00,0.0113,-98.91,0.00000085,-97.66
Voltz,0.3369,0.0212,- 29.35,- 83.57,0,0.00,215.70,656,1,0.00,0.3336,-93.65,0.00003646,-92.21
Bitball Treasure,4.72,1.51,- 0.79,- 81.70,0,0.00,32.69,4596,1,0.00,17.03,-91.12,0.0020,-89.87
USDCoin,1.03,0.2841,- 28.10,- 73.05,0,0.00,585.67,557,11,50.00,1.04,-72.79,0.0003,-87.20
Promotion Coin,0.0009,0.0001,- 55.03,- 88.06,0,0.00,39.56 K,79945,16,50.00,0.0032,-96.46,0.00000031,-93.61
TerraNova,4447.62,0.0197,- 9.93,- 100.00,0,0.00,159.96,223,29,50.00,2817.17,-100.00,0.8591,-100.00
Obitan Chain,0.00002899,0.00004060,0.00,40.04,0,0.00,0.00,0,16,92.00,0.00006518,-37.70,0.00000001,-0.31
Blockmason Link,0.0015,0.0003,- 21.54,- 82.54,0,0.00,589.42,883,5,17.00,0.0047,-93.86,0.00000044,-91.00
Midas,0.4612,0.4330,- 20.35,6.12,0,0.00,315.19,2305,1,0.00,0.6870,-36.98,0.00007509,-22.64
VENA,0.0022,0.0015,- 22.84,- 29.90,0,0.00,57.41 K,51721,3,8.00,0.0029,-48.67,0.00000033,-39.51
OTCBTC Token,0.2433,0.0109,1.87,- 96.06,0,0.00,3.51 K,4158,17,33.00,0.2308,-95.30,0.00003163,-95.38
Bidooh DOOH Token,0.00005463,0.00007296,70.03,33.55,0,0.00,0.00,70,10,33.00,0.0002,-62.55,0.00000005,-81.34
YUKI,0.00006249,0.00000153,- 24.62,- 97.54,0,0.00,0.00,0.0714,15,50.00,0.0001,-98.98,0.00000002,-100.00
Bitcoin File,0.0054,0.0009,- 25.22,- 71.63,0,0.00,988.23,11650,16,50.00,0.0210,-95.80,0.00000301,-96.01
MobilinkToken,0.0319,0.0013,- 5.04,- 96.57,0,0.00,0.00,69,15,33.00,0.0360,-96.29,0.00000691,-97.39
ALLCOIN,0.0121,0.0004,- 34.94,- 96.89,0,0.00,0.00,0,13,25.00,0.0201,-98.13,0.00000436,-98.85
AERUM,0.0167,0.0025,- 29.71,- 87.68,0,0.00,5.38 K,2714,1,0.00,0.0103,-75.36,0.00000123,-72.45
BAWnetwork,0.00002511,0.00000602,9.70,- 76.31,0,0.00,0.00,264955,2,0.00,0.00002505,-75.96,0.00000000,-100.00
CariNet,0.0322,0.0024,- 7.93,- 92.85,0,0.00,7.25 K,8816,15,42.00,0.0387,-93.73,0.00000597,-94.47
NewsToken,0.0140,0.0004,5.35,- 97.61,0,0.00,7.96 K,7505,16,33.00,0.0129,-97.27,0.00000199,-97.48
Gamblica,0.0009,0.0007,148.40,- 62.00,0,0.00,0.00,7,11,42.00,0.0077,-90.62,0.00000223,-95.52
Axiom,0.0477,0.0036,- 15.12,- 92.40,0,0.00,0.00,0.9643,52,42.00,0.0370,-90.20,0.0001,-99.63
Tellurion,0.00001220,0.00000062,- 87.42,- 94.89,0,0.00,0.00,0,38,42.00,0.0023,-99.97,0.00000070,-100.00
Atlas Token,0.0361,0.0064,- 29.50,- 82.83,0,0.00,2.63 K,5117,7,25.00,0.0621,-89.68,0.00000739,-88.36
ioeX,0.0349,0.0252,- 8.88,- 23.59,0,0.00,45.35 K,43008,3,0.00,0.0921,-72.66,0.00001224,-72.38
M2O,0.0004,0.0002,- 44.50,- 57.65,0,0.00,0.00,41850,11,42.00,0.0019,-91.57,0.00000021,-90.34
Maggie,0.0515,0.0005,- 1.99,- 99.06,0,0.00,42.86 K,40631,22,42.00,0.0804,-99.38,0.00000971,-99.28
vSportCoin,0.0033,0.0011,- 1.16,- 71.25,0,0.00,19.61 K,25164,15,58.00,0.0048,-78.06,0.00000066,-78.81
Eureka Coin,0.0049,0.0057,- 32.94,8.18,0,0.00,20.43 K,24535,0,0.00,0.0057,0.00,0.00000076,-0.53
Guider,0.00002630,0.0001,- 34.34,504.49,0,0.00,55.73 K,72179,0,0.00,0.0006,-76.16,0.00000008,-73.60
Opennity,0.0119,0.0007,- 38.66,- 94.05,0,0.00,49.16 K,8155160,4,8.00,0.0062,-88.81,0.00000052,-82.82
Dash Cash,0.2259,0.6947,- 17.44,270.31,0,0.00,36.36 K,62020,1,8.00,2.09,-66.81,0.0002,-59.99
Secrets of Zurich,0.0339,0.0013,- 10.59,- 95.97,0,0.00,53.65 K,99156,1,0.00,0.0234,-94.49,0.00000267,-93.62
TAGZ5,0.2616,0.3167,- 14.06,10.78,0,0.00,51.63 K,30464,0,0.00,0.3167,0.00,0.00004249,0.00
Esports Token,0.0175,0.0004,- 14.79,- 97.71,0,0.00,18.63 K,24751,16,33.00,0.0150,-97.40,0.00000234,-97.86
InnovaMinex,0.1143,0.0361,- 27.00,- 69.26,0,0.00,63.70 K,23715,6,17.00,0.2234,-83.85,0.00002119,-77.16
Ladder Network Token,0.1034,0.0096,- 47.67,- 90.47,0,0.00,56.03 K,85895,3,0.00,0.0770,-87.50,0.00000729,-82.30
xCrypt Token,0.0023,0.0008,- 31.90,- 63.96,0,0.00,13.51 K,2819,3,0.00,0.0066,-87.36,0.00000081,-86.48
ChronoCoin,0.0268,0.0083,- 18.55,- 74.30,0,0.00,49.33 K,96535,2,0.00,0.0240,-65.20,0.00000312,-64.14
CARAT,0.9994,0.5085,- 5.89,- 49.76,0,0.00,25.20 K,27080,14,42.00,15.44,-96.71,0.0044,-98.47
PATHHIVE,0.0224,0.0109,- 26.01,- 54.36,0,0.00,6.76 K,8469,6,25.00,0.0308,-64.42,0.00000358,-58.91
BitUP Token,0.0098,0.0015,- 23.33,- 83.95,0,0.00,45.42 K,167761,15,42.00,0.0148,-89.80,0.00000133,-84.96
Coindom,0.0058,0.0013,- 23.07,- 75.21,0,0.00,18.36 K,31941,6,8.00,0.0069,-80.98,0.00000066,-72.78
Aitheon,0.0040,0.0021,- 14.66,- 48.85,0,0.00,38.21 K,44770,3,8.00,0.0119,-82.40,0.00000141,-80.20
HyperExchange,0.0284,0.0140,- 11.26,- 51.31,0,0.00,47.12 K,198291,1,0.00,0.0325,-56.94,0.00000389,-51.72
BlazerCoin,0.0024,0.00008783,- 5.34,- 96.32,0,0.00,0.00,0.8214,32,33.00,0.0106,-99.17,0.00000266,-99.62
SDUSD,0.9755,0.7894,- 2.73,- 17.20,0,0.00,1.14 K,5110,10,17.00,1.46,-46.10,0.0004,-71.59
Jingtum Tech,0.0367,0.0006,- 3.09,- 98.38,0,0.00,117.77,2202,23,50.00,0.0170,-96.73,0.00000186,-96.23
SIGMAcoin,0.1113,0.0006,- 5.52,- 99.47,0,0.00,0.00,0,27,42.00,0.1293,-99.54,0.00001622,-99.51
LemoChain,0.1020,0.0030,- 7.38,- 96.79,0,0.00,3.49 K,1873,17,50.00,0.1057,-97.18,0.00001311,-96.95
BingoCoin,0.3388,0.0013,- 25.57,- 99.61,0,0.00,0.00,0,16,50.00,0.2470,-99.47,0.00003767,-99.52
BTCMoon,0.0009,0.0005,- 16.99,- 15.62,0,0.00,0.00,2,25,33.00,0.0944,-99.45,0.00000843,-99.17
OceanChain,0.0181,0.00000510,- 71.07,- 99.97,0,0.00,0.00,2,22,42.00,0.0186,-99.97,0.00000208,-100.00
ValueChain,0.1088,0.0015,- 28.54,- 98.63,0,0.00,0.00,0,22,33.00,0.1343,-98.89,0.00001456,-98.63
LOLTOKEN,0.0447,0.0418,- 26.45,4.44,0,0.00,2.82 K,4170,0,0.00,0.0596,-29.84,0.00000813,-30.98
SnipCoin,0.0007,0.00001764,- 16.08,- 97.37,0,0.00,0.00,0.4286,20,50.00,0.0013,-98.67,0.00000019,-100.00
DMme,0.0197,0.0197,- 19.73,- 9.71,0,0.00,160.88,2275,1,0.00,0.0297,-33.56,0.00000349,-24.39
bitCEO,0.1057,0.0357,- 33.89,- 66.50,0,0.00,282.03,2499,7,17.00,0.2659,-86.55,0.00003145,-84.74
Crex Token,6.09,5.04,- 3.27,- 17.55,0,0.00,3.19 K,7538,3,8.00,6.68,-24.58,0.0009,-22.10
VERA,0.0046,0.0023,- 45.78,- 47.67,0,0.00,954.10,21652,0,0.00,0.0047,-50.59,0.00000061,-49.11
Muzika,0.0191,0.0038,- 18.20,- 80.38,0,0.00,8.78 K,7405,7,8.00,0.0444,-91.38,0.00000541,-90.58
FundToken,0.0210,0.0046,9.43,- 78.27,0,0.00,0.00,27117,16,50.00,0.0138,-66.90,0.00000189,-67.70
XTRD,0.0050,0.0006,1.85,- 88.18,0,0.00,0.00,35,16,42.00,0.0070,-91.60,0.00000111,-92.81
Oath Protocol,0.0001,0.0002,- 38.14,49.71,0,0.00,11.34 K,24625,3,17.00,0.0005,-69.57,0.00000007,-69.49
Binance GBP Stable Coin,1.23,1.34,2.50,5.19,0,0.00,7.40 K,17430,4,33.00,1.40,-4.39,0.0002,-7.38
AvatarCoin,0.00008202,0.0431,- 17.23,51508.26,0,0.00,9.64,11,47,50.00,0.3376,-87.25,0.00007255,-92.03
Ethereum Lite,0.1182,0.0028,- 12.45,- 96.81,0,0.00,7.58,6,25,42.00,0.9185,-99.70,0.00006423,-99.42
QUSD,0.2982,0.0111,- 8.73,- 96.29,0,0.00,4.48 K,4578,9,17.00,0.2480,-95.52,0.00006415,-97.68
StarChain,0.1698,0.0028,- 43.35,- 98.34,0,0.00,1.61 MM,1280435,22,42.00,0.1424,-98.01,0.00001759,-97.84
InvestDigital,0.1078,0.0045,- 51.94,- 95.66,0,0.00,60.21 K,163189,23,50.00,0.1436,-96.85,0.00001274,-95.21
Diruna,0.0087,0.0001,- 46.79,- 98.30,0,0.00,21.37,16,9,17.00,0.0098,-98.49,0.00000143,-98.60
Valuto,0.0052,0.0003,- 47.10,- 95.75,0,0.00,9.21,11,13,25.00,0.0103,-97.11,0.00000164,-97.57
PROUD Money,0.0090,0.0011,- 4.27,- 86.91,0,0.00,1.10,7,38,42.00,1.63,-99.93,0.0010,-99.98
EmberCoin,0.00005116,0.00000003,0.00,- 99.94,0,0.00,0.00,0,28,50.00,0.0009,-100.00,0.00000015,-100.00
GazeCoin,0.0114,0.0004,- 48.37,- 96.17,0,0.00,0.00,0.7778,15,42.00,0.0345,-98.73,0.00000829,-99.28
Lendroid Support Token,0.0154,0.0002,- 18.16,- 98.08,0,0.00,140.40,29,20,58.00,0.0123,-98.29,0.00000197,-98.48
SuperEdge,0.0001,0.00001926,- 9.99,- 84.70,0,0.00,137.38,368,15,42.00,0.0012,-98.42,0.00000024,-100.00
ShineChain,0.0016,0.0005,- 24.36,- 63.78,0,0.00,3.95 MM,4824253,15,33.00,0.0538,-98.98,0.00001026,-99.32
eosBLACK,0.0587,0.0006,- 24.38,- 99.25,0,0.00,302.10,532,15,25.00,0.4109,-99.85,0.0001,-99.92
Social Lending Token,0.0445,0.0015,- 7.22,- 95.64,0,0.00,0.00,10588,16,33.00,0.0282,-94.78,0.00000460,-95.65
