Name,Start price,Price,CMGR[$] 3mo,Cum. ROI,Avg. Mkt. Cap,Mkt. Cap,24h Vol,Age (mo),Winning months,Avg. volume,ATH,% fm. ATH,ATH (BTC),% fm. ATH (BTC)
ICOBay,0.0005,0.00001193,2.49,- 97.18,17211,8.26 K,4.26 K,1912,11,42.00,0.0008,-98.47,0.00000019,-100.00
Desire,0.6106,0.0008,- 24.63,- 99.87,10049,8.26 K,0.00,9820,25,25.00,4.99,-99.98,0.0004,-99.97
Bitcoin Adult,0.0375,0.0002,- 2.91,- 99.22,9048,8.15 K,0.0400,3,15,42.00,0.0660,-99.66,0.00001006,-99.70
Virtacoin,0.00002313,0.00000155,3.17,- 91.46,12569,8.07 K,3.00,7,64,50.00,0.0045,-99.97,0.00000032,-100.00
Sharpe Platform Token,0.2425,0.0005,0.00,- 99.81,8007,8.01 K,0.00,0,21,58.00,0.3103,-99.85,0.00003553,-99.83
BZLCOIN,0.0079,0.0036,1.59,- 47.27,22329,8.00 K,26.97,795,13,33.00,0.0505,-92.84,0.00001145,-95.72
Couchain,0.0003,0.00000082,- 28.42,- 99.49,13052,7.96 K,8.02 K,12975,18,42.00,0.0002,-99.63,0.00000003,-100.00
Quebecoin,0.1523,0.0012,- 9.62,- 99.23,8593,7.85 K,0.00,3,67,50.00,0.1197,-99.02,0.00004999,-99.68
Authorship,0.0103,0.00007792,- 4.97,- 99.25,7947,7.79 K,0.00,0.5357,26,25.00,0.1283,-99.94,0.00000814,-99.88
KUN,4.59,3.86,- 17.14,- 16.83,8869,7.71 K,0.00,662,14,42.00,15.51,-75.13,0.0024,-78.82
Elliot Coin,0.0024,0.0003,26.74,- 93.87,9107,7.57 K,0.00,441,15,42.00,0.0127,-97.71,0.00000195,-97.94
EagleX,1.11,0.0002,- 24.10,- 99.97,11522,7.50 K,81.55,103,14,33.00,0.0135,-98.35,0.00000206,-98.54
IOTW,0.0063,0.0002,- 57.46,- 96.46,134264,7.43 K,0.00,78119,6,25.00,0.0113,-98.01,0.00000123,-97.56
Tourist Token,0.00005375,0.00000183,- 32.55,- 96.31,10134,7.40 K,12.14 K,14076,16,25.00,0.0003,-99.31,0.00000004,-100.00
Carebit,0.0021,0.00005211,- 33.08,- 96.50,13012,7.37 K,0.1000,10,15,33.00,0.0637,-99.92,0.00000949,-99.89
CustomContractNetwork,0.00008409,0.00000447,- 44.32,- 97.81,4288,7.25 K,4.25,15,9,25.00,0.0008,-99.45,0.00000020,-100.00
OP Coin,0.0164,0.00000385,- 35.87,- 99.96,12375,7.15 K,2.30,3,23,25.00,0.0904,-100.00,0.00000810,-100.00
Akroma,0.0521,0.0004,- 29.99,- 99.29,7838,7.14 K,2.65,37,16,8.00,0.1019,-99.63,0.00001580,-99.68
MoX,0.0182,0.0014,- 30.51,- 93.89,6752,7.11 K,32.97,12,11,17.00,0.0518,-97.27,0.00001274,-98.51
Speedcash,0.0354,0.0123,- 14.50,- 62.40,9147,7.06 K,1.68,0.7778,31,58.00,3.60,-99.66,0.0004,-99.58
INDINODE,0.0003,0.00000744,- 30.21,- 97.45,11641,7.06 K,0.0600,4,14,25.00,0.0003,-97.13,0.00000004,-100.00
CryptoFlow,0.0068,0.00007444,- 11.46,- 98.92,8350,6.85 K,9.57,5,14,17.00,0.0124,-99.40,0.00000192,-99.48
Bionic,0.0001,0.00001265,- 27.50,- 90.49,15899,6.78 K,8.18 K,16092,15,50.00,0.0014,-99.12,0.00000020,-100.00
Tracto,1.37,0.0002,- 34.38,- 99.98,22209,6.70 K,0.00,0.8571,25,50.00,1.47,-99.98,0.0002,-99.99
MiloCoin,0.0043,0.0006,6.47,- 85.46,6445,6.68 K,0.00,0.1429,33,42.00,0.0989,-99.37,0.00007751,-99.90
JavaScript Token,0.0022,0.0008,- 21.24,- 62.56,7098,6.65 K,0.00,0.1071,25,50.00,0.0339,-97.55,0.00000349,-96.85
Dystem,0.0999,0.0011,44.32,- 98.89,7289,6.65 K,0.00,36,16,33.00,0.2270,-99.51,0.00003705,-99.60
Cryptrust,0.00001996,0.00000098,- 18.87,- 92.53,9195,6.61 K,0.00,1,14,42.00,0.00005186,-98.11,0.00000001,-100.00
CryptoAds Marketplace,0.1297,0.0004,- 86.84,- 99.65,6077,6.38 K,1.10 K,574,3,0.00,0.1168,-99.62,0.00001128,-99.47
ARbit,0.0091,0.0006,- 10.90,- 93.54,7093,6.36 K,0.00,0.6429,54,58.00,0.0464,-98.73,0.00003236,-99.75
YoloCash,0.0012,0.0002,- 3.12,- 81.83,6104,6.16 K,1.92 K,3102,16,17.00,0.0083,-97.48,0.00000128,-97.65
e-Chat,0.0024,0.0003,- 18.03,- 85.61,6027,6.13 K,9.15 K,9762,11,33.00,0.0211,-98.48,0.00000544,-99.27
Luna Coin,0.0494,0.0034,- 8.52,- 93.51,6458,5.82 K,167.34,211,35,42.00,0.6376,-99.47,0.0007,-99.93
VikkyToken,0.00005644,0.00000154,- 10.45,- 97.07,7628,5.73 K,14.90 K,17477,16,33.00,0.0004,-99.60,0.00000006,-100.00
Citadel,0.0166,0.0005,- 36.10,- 96.42,14627,5.63 K,0.00,4,42,33.00,0.1437,-99.64,0.00004000,-99.82
SCRIV NETWORK,0.0005,0.0002,- 33.80,- 56.61,8025,5.54 K,24.35,22,14,25.00,0.0186,-98.80,0.00000364,-99.18
MASTERNET,0.2262,0.0002,- 25.16,- 99.93,6472,5.43 K,262.77,229,14,17.00,0.3434,-99.95,0.00005266,-99.96
Nekonium,0.0693,0.0004,- 16.70,- 99.47,5845,5.36 K,7.72,16,24,50.00,0.8893,-99.95,0.00006500,-99.91
Xenoverse,0.0108,0.0010,- 11.45,- 91.06,5763,5.23 K,16.25 K,20369,4,8.00,0.0110,-91.12,0.00000094,-86.12
BumbaCoin,0.0002,0.0002,- 25.45,15.43,6471,5.07 K,0.00,0.0714,44,33.00,0.0338,-99.36,0.00000498,-99.40
Helper Search Token,0.00001304,0.00000060,- 1.98,- 95.34,7156,5.06 K,0.3600,2,14,50.00,0.00001572,-96.21,0.00000000,-100.00
Evimeria,0.00002021,0.00000149,- 28.75,- 96.38,13694,5.01 K,79.50,6,14,42.00,0.00004162,-96.42,0.00000001,-100.00
PLNcoin,0.0022,0.0003,- 2.56,- 86.71,3196,4.92 K,0.00,8,68,25.00,0.0124,-97.68,0.00002705,-99.85
ALAX,0.0272,0.0002,- 53.48,- 99.24,10160,4.92 K,0.0700,0.6429,17,33.00,0.0319,-99.26,0.00000484,-99.38
Cabbage,0.0034,0.0005,- 20.34,- 86.29,6276,4.85 K,0.00,0.9286,44,42.00,0.0550,-99.16,0.00000880,-99.32
Vector,0.0003,0.0003,- 4.63,- 7.28,5405,4.79 K,0.00,2,51,50.00,0.0309,-99.16,0.00000377,-99.20
Decision Token,0.2951,0.0001,- 64.06,- 99.92,6214,4.77 K,30.67,68,25,25.00,5.50,-100.00,0.0004,-99.99
Escroco Emerald,0.0002,0.00000744,11.38,- 92.03,8330,4.65 K,0.9900,2,13,50.00,0.0002,-96.92,0.00000005,-100.00
PosEx,0.3579,0.0019,- 18.60,- 99.48,5624,4.56 K,0.00,0.7500,44,33.00,0.0644,-97.11,0.00007382,-99.66
Rupaya,0.0003,0.00007444,- 40.18,- 27.80,22882,4.52 K,0.0500,5,28,25.00,0.4051,-99.98,0.00005801,-99.98
Iconic,0.0192,0.0075,- 17.50,- 60.92,5073,4.46 K,0.00,2,34,50.00,0.5305,-98.58,0.00007800,-98.71
Bitspace,0.0005,0.0003,- 23.14,- 29.81,6859,4.42 K,0.00,0,14,58.00,0.0058,-94.57,0.00000150,-97.34
Comet,0.0081,0.0050,- 8.08,- 38.83,5121,4.36 K,0.00,0.0741,41,25.00,0.6944,-99.28,0.0003,-99.75
LiteCoin Ultra,0.0409,0.0042,- 4.17,- 89.67,5369,4.36 K,0.00,5,27,42.00,0.7925,-99.47,0.00005895,-99.03
LiteBitcoin,0.0019,0.0001,- 38.84,- 92.52,5053,4.31 K,3.72,6,28,50.00,0.0553,-99.73,0.00000665,-99.70
Veltor,0.0210,0.0076,- 20.64,- 63.74,5571,4.22 K,0.00,0.8519,39,50.00,3.76,-99.80,0.0014,-99.93
Project Coin,7.36,0.00007423,- 8.63,- 100.00,3797,4.09 K,0.00,2,15,0.00,3.78,-100.00,0.0006,-100.00
SparksPay,16.97,0.0007,- 56.29,- 100.00,11101,4.08 K,1.37,13,22,33.00,6.68,-99.99,0.0006,-99.98
Octoin Coin,5.69,0.0071,- 41.55,- 99.88,4978,3.96 K,18.68 K,17581,21,33.00,11.45,-99.94,0.0014,-99.93
CFun,0.0927,0.00000895,13.60,- 99.99,3383,3.84 K,0.00,0.2222,23,50.00,0.0580,-99.98,0.00000495,-100.00
HireGo,0.0031,0.0006,5.38,- 48.51,9612,3.73 K,47.44,0.3214,4,8.00,0.0036,-83.38,0.00000035,-77.12
Eva Cash,0.0082,0.0040,- 31.86,- 50.87,4584,3.61 K,22.17,35,6,17.00,0.3065,-98.69,0.00002882,-98.13
Qbic,30.71,0.0007,- 18.19,- 100.00,3613,3.49 K,0.00,7,22,33.00,15.63,-100.00,0.0016,-99.99
FUTURAX,0.00009738,0.00000101,- 37.36,- 99.28,4596,3.45 K,0.0100,5634,15,25.00,0.0005,-99.78,0.00000007,-100.00
Lightpaycoin,4.13,0.0006,- 47.22,- 99.98,5761,3.45 K,0.5800,10,16,17.00,9.00,-99.99,0.0014,-99.99
Ragnarok,0.0131,0.0002,- 24.95,- 98.32,4971,3.38 K,0.1200,14,14,50.00,0.0078,-97.13,0.00000119,-97.48
iBank,0.0006,0.0007,- 5.01,20.70,2893,3.32 K,0.00,0.8929,34,25.00,0.0223,-96.70,0.00000184,-94.57
Cannation,0.0071,0.0013,- 6.29,- 81.41,4507,3.28 K,0.00,1,31,33.00,0.3983,-99.67,0.00003997,-99.55
SnodeCoin,0.0449,0.00008323,- 74.55,- 99.69,37801,3.28 K,35.73,120,13,17.00,0.1138,-99.93,0.00001776,-99.94
Prime-XI,0.0011,0.0001,- 22.94,- 87.11,3618,3.27 K,2.28,9,62,50.00,0.0814,-99.82,0.00001574,-99.87
CARDbuyers,0.0197,0.00007444,- 10.88,- 99.63,4936,3.26 K,0.0400,0.6786,14,42.00,0.0269,-99.72,0.00000430,-99.77
UralsCoin,0.0006,0.0002,- 8.98,- 65.18,3601,3.21 K,1.86,6,15,33.00,0.0028,-92.25,0.00000050,-93.97
Zoomba,0.0117,0.0001,- 62.12,- 98.13,11303,3.19 K,13.08,91,15,33.00,0.0327,-99.60,0.00000504,-99.60
Dalecoin,0.1345,0.0040,- 27.19,- 97.29,3790,3.17 K,3.20,10,27,33.00,2.85,-99.86,0.0006,-99.91
Wild Beast Block,0.3052,0.0164,- 24.39,- 94.62,3574,2.99 K,0.00,0.9286,57,42.00,2.65,-99.38,0.0011,-99.81
BenjiRolls,0.00001788,0.0001,12.52,707.23,3377,2.93 K,0.00,0.3929,34,50.00,0.0256,-99.44,0.00000177,-98.87
iBTC,0.0132,0.00006112,- 5.35,- 99.17,4961,2.88 K,0.1800,25,25,17.00,0.0947,-99.94,0.00001506,-99.93
ProCurrency,0.1069,0.00002732,- 64.57,- 99.96,14189,2.84 K,429.47,783,31,33.00,0.3647,-99.99,0.0002,-100.00
LitecoinToken,0.00000019,0.00000003,58.59,- 94.80,3914,2.82 K,0.00,14,8,33.00,0.00000031,-90.47,0.00000000,-100.00
CrevaCoin,0.0118,0.00007689,- 10.44,- 99.35,3255,2.80 K,0.00,0.5556,53,58.00,0.1139,-99.93,0.0002,-100.00
DeltaChain,0.00006649,0.00000035,- 35.29,- 99.46,5796,2.63 K,0.00,6,15,25.00,0.00008655,-99.60,0.00000001,-100.00
InnovativeBioresearchClassic,0.00000004,0.00000000,- 56.89,- 98.13,7394,2.49 K,147.65,153,9,17.00,0.00000070,-99.93,0.00000000,-100.00
Bitvolt,0.0002,0.0001,- 17.33,- 0.48,2902,2.46 K,0.00,2,31,42.00,0.0095,-98.44,0.00000072,-97.22
XOVBank,0.0113,0.00001790,- 43.85,- 99.84,3621,2.35 K,16.84 K,10697,16,33.00,0.0079,-99.77,0.00000218,-100.00
Mirai,0.1348,0.0007,- 33.85,- 99.56,2931,2.29 K,650.86,524,15,42.00,0.2843,-99.77,0.00004440,-99.80
Coinonat,0.0008,0.0003,- 13.35,- 68.88,2293,2.28 K,0.00,0.2593,32,50.00,0.1694,-99.84,0.00007868,-99.95
AltCommunity Coin,5.51,0.0010,- 37.69,- 99.98,2050,2.02 K,29.95,4,25,17.00,23.80,-100.00,0.0019,-99.99
Dinero,0.0048,0.0002,- 31.21,- 95.39,3082,2.00 K,2.54,45,15,17.00,0.0187,-98.81,0.00000338,-99.11
Nyerium,0.0028,0.00007444,- 42.54,- 97.18,3895,1.93 K,1.86,2,16,42.00,0.0074,-99.00,0.00000117,-99.15
VIVO,1.72,0.0004,4.98,- 99.98,4664,1.89 K,0.00,2,27,33.00,14.60,-100.00,0.0018,-100.00
HollyWoodCoin,17.62,0.00008075,- 49.95,- 100.00,2347,1.88 K,0.3200,42,24,17.00,19.33,-100.00,0.0017,-100.00
BitMoney,0.0136,0.00002233,- 40.84,- 99.84,4445,1.84 K,0.0500,5,13,25.00,0.0355,-99.94,0.00000557,-100.00
Phantomx,0.0167,0.00003628,- 26.77,- 99.78,5027,1.75 K,0.00,11,24,33.00,0.3532,-99.99,0.00002790,-100.00
Traid,0.0067,0.00007444,- 38.62,- 98.90,1891,1.64 K,0.0100,3,13,33.00,0.0080,-99.07,0.00000157,-99.36
SocialCoin,0.0071,0.0002,2.40,- 96.88,2656,1.64 K,0.1600,3,29,25.00,0.1341,-99.88,0.00002590,-99.92
Staker,0.0344,0.0011,- 8.12,- 96.40,2157,1.62 K,0.00,1,15,25.00,0.0803,-98.64,0.00001238,-98.79
Experience Points,0.00000599,0.00000173,- 23.05,- 71.05,483255,1.61 K,0.00,0,39,33.00,0.0053,-99.97,0.00000033,-100.00
Decentralized Crypto Token,0.0004,0.00000153,- 24.48,- 99.62,1839,1.52 K,0.00,3,10,42.00,0.0029,-99.95,0.00000023,-100.00
SPIDER VPS,0.2805,0.0005,- 77.07,- 99.82,2556,1.49 K,42.59,34,7,17.00,1.37,-99.96,0.0002,-99.96
IceChain,0.0003,0.00000183,- 36.36,- 99.38,4110,1.42 K,0.00,3,9,17.00,0.0010,-99.82,0.00000027,-100.00
Project-X,440188.00,14292.76,- 13.22,- 96.33,1455,1.12 K,3.40,40,30,58.00,2530660.00,-99.44,400.00,-99.52
BROTHER,0.0002,0.00000686,8.76,- 90.53,4792,1.10 K,0.9600,0,27,33.00,0.0118,-99.94,0.00000092,-100.00
Dash Green,0.3674,0.0004,- 79.36,- 99.66,8795,1.02 K,12.36,185,11,17.00,1.33,-99.97,0.0002,-99.97
X12 Coin,0.0443,0.00008327,- 63.37,- 99.81,1006,1.01 K,0.00,0,14,25.00,0.2561,-99.97,0.00007045,-99.99
BitCoal,0.0056,0.0002,- 35.28,- 96.05,1230,1.00 K,0.8500,1,28,33.00,0.3705,-99.94,0.00002592,-99.88
BrokerNekoNetwork,0.0002,0.00000032,- 43.62,- 99.79,951,951.02,0.00,0,16,42.00,0.0002,-99.82,0.00000003,-100.00
Save and Gain,0.00008773,0.0003,- 4.47,234.87,1083,891.68,0.00,0.0357,50,33.00,0.1468,-99.80,0.00001294,-99.69
Cointorox,0.1042,0.0002,- 1.33,- 99.85,1972,845.17,0.00,11087,8,8.00,0.2382,-99.94,0.00004965,-99.96
ICOCalendar.Today,0.8798,0.0007,- 8.92,- 99.94,3663,821.74,705.99,227,7,33.00,0.3057,-99.78,0.00005283,-99.83
Concoin,0.0015,0.0011,- 8.24,- 29.71,782,786.89,0.00,2,32,42.00,0.0519,-97.96,0.00001848,-99.24
Xchange,0.2511,0.00007463,- 47.64,- 99.97,957,727.91,0.00,0.1429,14,17.00,0.3697,-99.98,0.00005598,-99.98
Argus,0.0908,0.0005,- 7.13,- 99.43,532,598.38,24.21,7,33,25.00,0.1150,-99.55,0.00001446,-99.52
Jiyo [OLD],0.0112,0.00008752,60.27,- 99.22,168,533.89,0.00,1,24,8.00,2.07,-100.00,0.0003,-100.00
Oceanlab,0.0142,0.00001135,14.00,- 99.29,4086,527.99,1.52,1,27,8.00,0.1485,-99.99,0.00002372,-100.00
Bitcoin X,0.0052,0.0002,60.20,- 91.57,744,479.46,0.00,0,13,42.00,0.0787,-99.79,0.00001756,-99.89
Posscoin,0.00000202,0.00000001,- 7.59,- 99.28,520,448.29,0.3400,0,13,42.00,0.00000527,-99.72,0.00000000,-100.00
LRM Coin,3.85,0.00004466,- 40.54,- 100.00,733,444.38,0.1100,2,12,8.00,6.54,-100.00,0.0017,-100.00
Azart,0.0133,0.00007444,- 11.21,- 99.45,368,308.66,26.50,54,14,42.00,0.0651,-99.89,0.00001347,-99.93
Benz,0.0036,0.00005071,- 14.93,- 98.67,361,302.16,56.74,94,14,42.00,0.0033,-98.46,0.00000052,-98.09
Abulaba,0.3359,0.00001949,- 10.88,- 99.99,1301,294.17,5.23,11,15,42.00,0.5576,-100.00,0.00008408,-100.00
QYNO,0.1399,0.0002,- 58.10,- 99.79,551,240.11,3.87,15,15,25.00,0.8684,-99.97,0.0002,-99.98
Beacon,0.1023,0.0001,- 74.36,- 99.86,49496,149.96,0.00,3,11,25.00,0.1436,-99.90,0.00003902,-99.95
HarmonyCoin,0.0479,0.0002,- 4.43,- 99.49,118,137.74,0.00,2,28,33.00,0.0623,-99.61,0.00002256,-99.87
Provoco Token,0.1935,0.00000024,- 66.30,- 100.00,223,88.31,7.44 K,13252,13,17.00,0.1377,-100.00,0.00002156,-100.00
SongCoin,0.0011,0.00000189,- 78.80,- 99.83,61,61.66,0.00,0,56,50.00,0.0198,-99.99,0.00001096,-100.00
StellarPay,0.0030,0.00001591,- 74.48,- 99.05,251,54.49,0.00,0,8,17.00,0.2368,-99.99,0.00002983,-100.00
Bitcoinus,0.0066,0.00000043,- 67.92,- 99.99,41,25.52,11.43 K,13018,14,25.00,0.0124,-100.00,0.00000239,-100.00
Infinity Economics,0.0166,0.0025,- 1.74,- 86.31,0,0.00,688.31,3980,26,33.00,0.0882,-97.21,0.00001197,-97.24
LightChain,0.0052,0.00000818,- 21.05,- 99.88,0,0.00,543.34 K,350768,22,33.00,0.0076,-99.89,0.00000068,-100.00
Agoras Tokens,0.1522,0.1945,- 19.97,12.61,0,0.00,31.27 K,13784,51,25.00,3.48,-94.42,0.0007,-96.11
Vollar,3.39,0.5699,- 22.88,- 84.00,0,0.00,1.87 MM,1975609,7,8.00,12.58,-95.47,0.0021,-96.38
NSS Coin,0.1268,0.0325,9.70,- 74.19,0,0.00,196.33 K,273749,3,0.00,0.1583,-79.44,0.00001583,-72.40
Xtock,0.0021,0.0003,- 9.98,- 82.82,0,0.00,36.24 K,4608,8,17.00,0.0044,-92.72,0.00000081,-95.09
Ubique Chain Of Things,0.0372,0.0060,- 30.90,- 85.01,0,0.00,51.66 K,76059,16,33.00,0.0500,-88.02,0.00000516,-84.51
PlayCoin,0.1267,0.0023,- 22.39,- 98.07,0,0.00,75.83 K,157000,17,17.00,0.2720,-99.15,0.00004152,-99.25
EncryptoTel [ETH],0.1013,0.0019,- 29.29,- 98.11,0,0.00,218.36,139,26,25.00,0.3265,-99.41,0.00002211,-98.82
Fortem Capital,0.0578,1.34,- 12.90,920.17,0,0.00,162.82 K,319122,0,0.00,1.34,0.00,0.0002,0.00
SalPay,0.1034,0.0026,- 14.85,- 97.45,0,0.00,0.00,10,18,50.00,0.1150,-97.71,0.00001804,-98.06
The Midas Touch Gold,0.0565,0.0007,- 14.34,- 98.86,0,0.00,439.20 K,6453550,14,17.00,0.0613,-98.89,0.00000983,-99.08
Tratok,0.0001,0.0018,- 35.00,1250.79,0,0.00,297.18 K,352280,7,33.00,0.0130,-85.95,0.00000129,-81.41
DWS,1.81,0.0003,- 15.80,- 99.98,0,0.00,33.34 K,124799,17,25.00,0.4840,-99.94,0.00006476,-99.94
ThingsOperatingSystem,0.1047,0.0012,- 17.27,- 98.67,0,0.00,21.05 K,180158,16,8.00,0.0602,-97.93,0.00000817,-97.92
CMITCOIN,0.00009930,0.00000155,- 40.59,- 98.44,0,0.00,0.00,10,14,58.00,0.0001,-98.80,0.00000002,-100.00
Stellar Gold,0.0026,0.0009,- 37.24,- 64.00,0,0.00,324.92,612,7,17.00,0.0172,-94.81,0.00000217,-94.46
Treelion,0.5089,0.3903,12.69,- 27.25,0,0.00,201.45 K,266278,2,0.00,0.7081,-44.88,0.00009457,-44.63
FOIN,546.01,2768.76,13.58,370.67,0,0.00,20.87 MM,8290259,15,83.00,2768.76,0.00,0.3715,0.00
WeToken,0.0098,0.0001,- 22.68,- 98.97,0,0.00,0.00,0,16,42.00,0.0181,-99.44,0.00000223,-99.55
Gosama,0.1539,0.1314,- 2.98,- 22.45,0,0.00,295.42 K,279893,6,17.00,0.6579,-80.02,0.00005534,-68.14
DAD Chain,0.3594,0.1975,- 28.77,- 41.27,0,0.00,218.88 K,4093972,1,0.00,0.3920,-49.63,0.00004232,-37.40
ALP Coin,0.2514,0.2624,- 30.23,3.97,0,0.00,504.94 K,555649,1,8.00,0.2661,-1.39,0.00003968,-11.30
Bitcoin BEP2,9135.99,7443.75,- 11.56,- 19.30,0,0.00,8.36 K,6828,6,17.00,45334.64,-83.58,5.49,-81.82
Zenon,1.60,0.9076,- 22.72,- 54.18,0,0.00,8.47 K,6675,6,8.00,12.40,-92.68,0.0011,-89.29
7Eleven,0.00004696,0.00003282,N/A,- 27.30,0,0.00,234.32 K,35792,1,0.00,0.0001,-77.39,0.00000002,-100.00
WINCOIN,1.89,0.0076,- 42.48,- 99.56,0,0.00,226.13,215,24,50.00,1.96,-99.61,0.0006,-99.82
CoinMeet,0.2554,0.0079,- 5.67,- 96.36,0,0.00,44.29 K,282622,22,42.00,0.1307,-93.94,0.00001388,-92.36
GSENetwork,0.0085,0.0001,- 3.70,- 98.69,0,0.00,3.64 K,18150,16,17.00,0.0093,-98.90,0.00000141,-99.29
COMSA [XEM],3.68,0.0669,- 3.27,- 98.24,0,0.00,882.40,2734,24,42.00,3.90,-98.28,0.0003,-96.61
LottoCoin,0.0107,0.0073,- 14.18,- 33.36,0,0.00,124.67 K,110488,3,8.00,0.0662,-89.01,0.00000802,-87.77
SoPay,0.0243,0.0002,- 19.76,- 98.95,0,0.00,2.40 K,31953,17,42.00,0.0214,-98.84,0.00000387,-99.22
EduCoin,0.0057,0.00009049,- 29.02,- 98.32,0,0.00,10.02 K,24704,19,25.00,0.0043,-97.88,0.00000056,-98.21
Dapp Token,0.0040,0.0007,- 37.69,- 82.54,0,0.00,299.57 K,403354,4,0.00,0.0052,-86.15,0.00000049,-79.64
ORS Group,0.0505,0.0309,8.79,- 38.85,0,0.00,1.27 K,1446,17,42.00,0.0552,-44.03,0.00001364,-69.64
VENJOCOIN,1.12,8.66,9.21,659.06,0,0.00,17.91 K,15723,7,25.00,13.70,-36.81,0.0018,-34.13
SaveNode,0.5009,0.00007461,- 23.16,- 99.97,0,0.00,0.0300,10,15,33.00,0.5183,-99.99,0.00007695,-99.99
Krypton Galaxy Coin,0.0034,0.0006,- 44.86,- 82.82,0,0.00,11.91 K,38346,3,0.00,0.0037,-84.95,0.00000036,-77.67
CapdaxToken,0.0043,0.0025,8.12,- 42.95,0,0.00,0.00,668,13,33.00,0.0067,-63.65,0.00000148,-77.70
Cybereits,0.0323,0.0015,- 12.37,- 95.14,0,0.00,43.62 K,51354,19,50.00,0.0294,-94.82,0.00000415,-95.19
TCOIN,0.2648,0.0134,- 19.62,- 94.14,0,0.00,144.77 K,123223,14,42.00,0.4404,-96.97,0.00006600,-97.29
MediBit,0.00006899,0.00000269,- 18.27,- 96.01,0,0.00,13.65 K,14006,13,42.00,0.0002,-98.59,0.00000003,-100.00
OceanEX Token,0.0042,0.0029,- 11.59,- 30.90,0,0.00,2.65 MM,3599379,7,8.00,0.0075,-61.27,0.00000079,-50.33
Bitcoin God,110.93,0.1525,- 66.48,- 99.92,0,0.00,471.60,349,23,25.00,93.91,-99.84,0.0079,-99.74
Pixie Coin,0.0042,0.0007,8.05,- 82.50,0,0.00,4.75 K,5648,19,42.00,0.0045,-83.32,0.00000053,-81.21
Future1coin,0.0069,0.0011,- 16.50,- 84.83,0,0.00,1.92 K,2612,14,33.00,0.0136,-92.01,0.00000208,-92.78
BiNGO.Fun,0.0008,0.0002,- 8.38,- 75.55,0,0.00,687.37,421,10,33.00,0.0023,-92.18,0.00000042,-95.23
CEDEX Coin,0.1055,0.0064,- 19.55,- 94.85,0,0.00,32.49,102,16,42.00,0.3013,-97.86,0.00004610,-98.13
Electronic Energy Coin,0.0856,0.0099,- 32.98,- 88.71,0,0.00,278.54 K,342454,7,25.00,0.5434,-98.18,0.00005033,-97.38
Endorsit,0.0003,0.00004768,- 15.97,- 82.02,0,0.00,21.39 K,28675,16,58.00,0.0002,-80.42,0.00000004,-74.58
Superior Coin,0.0034,0.00007289,- 11.01,- 97.88,0,0.00,0.00,0.1111,22,50.00,0.0080,-99.09,0.00000078,-98.72
MergeCoin,0.6371,0.0025,- 75.71,- 99.60,0,0.00,760.32,2173,5,0.00,0.3211,-99.23,0.00003095,-98.93
Coni,0.0947,0.0127,- 15.51,- 86.08,0,0.00,2.05 MM,2460884,17,42.00,0.1489,-91.48,0.00002336,-92.72
MSD,0.2214,0.0051,5.13,- 97.88,0,0.00,29.54 K,21769,26,33.00,0.0474,-89.13,0.00001009,-93.16
MixMarvel,0.0480,0.0026,- 61.93,- 94.32,0,0.00,2.25 MM,4410818,3,0.00,0.0814,-96.76,0.00000797,-95.61
CNNS,0.0071,0.0048,- 13.83,- 31.26,0,0.00,247.69 K,402776,7,25.00,0.0160,-69.76,0.00000165,-60.52
1X2 COIN,0.6077,0.0303,- 40.10,- 95.47,0,0.00,0.1100,476,9,17.00,0.5176,-94.15,0.0001,-96.92
BlockCDN,0.0773,0.0035,- 1.35,- 95.53,0,0.00,1.90 K,43356,24,33.00,0.2694,-98.70,0.00001756,-97.32
Hdac,0.1059,0.0276,19.01,- 74.41,0,0.00,1.34 MM,309975,16,33.00,0.0764,-63.93,0.00001760,-78.98
Sparkle,0.0755,0.0191,- 27.40,- 75.11,0,0.00,82.79 K,108338,9,25.00,0.1959,-90.26,0.00001754,-85.41
CoinEx Token,0.0214,0.0156,1.50,- 23.63,0,0.00,2.56 MM,5718350,13,58.00,0.0325,-51.89,0.00000602,-65.09
Baer Chain,0.9483,1.16,- 22.93,12.72,0,0.00,5.03 K,17988,11,50.00,18.65,-93.78,0.0018,-91.14
StockChain,0.0222,0.00004969,- 15.89,- 99.75,0,0.00,164.79,64,20,33.00,0.0634,-99.92,0.00000651,-99.85
BUMO,0.2275,0.0057,- 31.11,- 97.46,0,0.00,997.91 K,1702605,15,25.00,0.2540,-97.78,0.00003984,-98.09
DIPNET,0.0050,0.0004,- 9.92,- 93.31,0,0.00,0.4700,158683,16,25.00,0.0046,-91.32,0.00000065,-92.32
Bgogo Token,0.0065,0.0008,- 25.43,- 86.66,0,0.00,0.00,0,13,33.00,0.0066,-87.40,0.00000098,-88.82
Consentium,2.03,0.0541,- 20.28,- 97.37,0,0.00,49.61 K,74898,16,33.00,8.13,-99.33,0.0022,-99.67
MEX,0.0018,0.0003,- 27.66,- 77.96,0,0.00,105.25 K,52693,15,25.00,0.0042,-92.19,0.00000082,-95.13
Commerce Data Connection,0.0005,0.00003377,- 50.81,- 93.55,0,0.00,1.52 K,7469,14,58.00,0.0012,-97.17,0.00000012,-100.00
